Timestamp, NP, AssociatedClass, TimestampAssociation, windowAssociation 
1926,NP1,,,
1926,NP2,,,
1926,NP3,,,
1926,NP4,,,
1926,NP5,,,
1926,NP6,,,
1926,NP7,,,
1926,NP8,,,
1926,NP9,,,
1926,NP10,,,
1926,NP11,,,
1926,NP12,,,
1926,NP13,,,
1926,NP14,,,
1926,NP15,,,
1926,NP16,,,
1926,NP17,,,
1926,NP18,,,
1926,NP19,,,
1926,NP20,,,
1926,NP21,,,
1926,NP22,,,
1926,NP23,,,
1926,NP24,,,
1926,NP25,,,
1926,NP26,,,
1926,NP27,,,
1926,NP28,,,
1926,NP29,,,
1926,NP30,,,
1926,NP31,,,
1926,NP32,,,
1926,NP33,,,
1926,NP34,,,
1926,NP35,,,
1926,NP36,,,
1926,NP37,,,
1926,NP38,,,
1926,NP39,,,
1926,NP40,,,
1926,NP41,,,
1926,NP42,,,
1926,NP43,,,
1926,NP44,,,
1926,NP45,,,
1926,NP46,,,
1926,NP47,,,
1926,NP48,,,
1926,NP49,,,
1926,NP50,,,
1926,NP51,,,
1926,NP52,,,
1926,NP53,,,
1926,NP54,,,
