timestamp;actual;predicted
1;[1, 3, 4];[1, 3, 4]
2;[0, 2];[0, 2]
3;[1, 3, 4];[1, 3, 4]
4;[1, 3, 4];[1, 3, 4]
5;[1, 3, 4];[4]
6;[0, 2, 3];[0, 2, 3]
7;[1, 3, 4];[3, 4]
8;[2];unknwon
9;[1, 3, 4];[1, 3, 4]
10;[1, 3, 4];[0, 1, 3]
11;[1, 3, 4];[1, 4]
12;[0, 2];[0, 2]
13;[0, 2];[0]
14;[0, 2];[0, 2]
15;[1, 3, 4];[1, 4]
16;[1, 3, 4];[1, 3, 4]
17;[2];[2]
18;[1, 2, 3, 4];[0, 3]
19;[0];[0]
20;[0, 2];[2]
21;[2];[2]
22;[1, 3, 4];[1, 3, 4]
23;[2];[2]
24;[2];[2]
25;[1, 3, 4];[1, 3, 4]
26;[2];[2]
27;[1, 3, 4];[1, 3, 4]
28;[1, 3, 4];[1, 4]
29;[1, 3, 4];[1, 3, 4]
30;[0, 2];[2]
31;[1, 3, 4];[3]
32;[1, 3, 4];[1, 3, 4]
33;[1, 3, 4];[1, 3, 4]
34;[1, 4];[1, 4]
35;[0, 2];[0, 2]
36;[0, 2];[0, 2]
37;[0, 2];[0, 2]
38;[0, 2];[0]
39;[1, 3, 4];[1, 3, 4]
40;[1, 3, 4];[3, 4]
41;[1, 3, 4];[1, 3, 4]
42;[0, 2];[2]
43;[1, 3, 4];[1, 3, 4]
44;[0, 2];[0, 2]
45;[1, 3, 4];[1, 3, 4]
46;[0, 2];[0]
47;[1, 3, 4];[1, 3]
48;[1];[1]
49;[1, 3, 4];[1, 3, 4]
50;[2];[2]
51;[1, 3, 4];[1, 3, 4]
52;[0];[0]
53;[2];[2]
54;[2, 3, 4];[1, 3, 4]
55;[1, 3, 4];[1, 3, 4]
56;[1, 2, 3, 4];[0, 1, 3, 4]
57;[1, 3, 4];[1, 4]
58;[0, 2];[0, 2]
59;[1, 3, 4];[4]
60;[1, 3, 4];[3, 4]
61;[0, 2];[0]
62;[0, 2];[0, 2]
63;[0];[0]
64;[0, 2];[0, 2]
65;[1, 3];[0, 1, 3]
66;[1, 3, 4];[1, 4]
67;[1, 3, 4];[4]
68;[2];[2]
69;[1, 3, 4];[1, 3]
70;[1, 3, 4];[1, 3, 4]
71;[1, 3, 4];[1, 3, 4]
72;[1, 3, 4];[1, 3, 4]
73;[1, 3, 4];[3, 4]
74;[3];[3, 4]
75;[2];[2]
76;[1, 3, 4];[1, 3, 4]
77;[0, 2];[2]
78;[1, 3, 4];[3, 4]
79;[2];[2]
80;[0];[0]
81;[1, 3, 4];[1, 3]
82;[1, 3, 4];[1, 3, 4]
83;[0, 2];[2]
84;[1, 3, 4];[3]
85;[0, 2];[0, 2]
86;[2, 3, 4];[1, 3, 4]
87;[1, 3, 4];[1, 3, 4]
88;[2, 3];[2, 3]
89;[1, 3, 4];[1, 3, 4]
90;[0];[0]
91;[1, 3, 4];[1, 3, 4]
92;[1, 3, 4];[4]
93;[1, 2, 3, 4];[0, 1, 2, 3, 4]
94;[1, 3, 4];[3]
95;[0, 2];[0, 2]
96;[1, 3, 4];[1, 3, 4]
97;[1, 3, 4];[1, 3, 4]
98;[1, 3, 4];[1]
99;[0, 2];[0, 2]
100;[0, 2];[2]
101;[1, 3, 4];[1]
102;[2, 3];[0, 3]
103;[1, 2, 3, 4];[0, 2, 3, 4]
104;[2];[2]
105;[1, 3, 4];[1, 3, 4]
106;[0];[0]
107;[1, 3, 4];unknwon
108;[1, 3, 4];[3, 4]
109;[0, 2];[0, 2]
110;[2];[2]
111;[1, 3, 4];[1, 4]
112;[1, 3, 4];[1, 3, 4]
113;[2];[2]
114;[1, 3, 4];[1, 3, 4]
115;[1, 3, 4];[1, 4]
116;[1, 3, 4];[3]
117;[3, 4];[1, 4]
118;[1, 3, 4];[3, 4]
119;[0, 2];[0, 2]
120;[0, 2];[2]
121;[0];unknwon
122;[0, 2];[2]
123;[1, 3, 4];[0, 1, 3]
124;[0];[0]
125;[0, 2];unknwon
126;[0, 2];[2]
127;[0, 2];[0]
128;[1, 3, 4];[1, 4]
129;[2, 3, 4];[1, 2, 3, 4]
130;[1, 3, 4];[1, 3, 4]
131;[1, 3, 4];[1, 3, 4]
132;[0, 2];[0, 2]
133;[1, 2, 3, 4];[0, 1, 2, 3, 4]
134;[3, 4];[1, 3, 4]
135;[1, 2, 3, 4];[1, 3, 4]
136;[0, 2];[0, 2]
137;[1];[4]
138;[1, 3, 4];[1, 3, 4]
139;[1, 3, 4];[1, 3, 4]
140;[0, 2];[2]
141;[0, 2];[0, 2]
142;[0, 2];[0, 2]
143;[1, 3, 4];[3, 4]
144;[1, 3, 4];[0, 1, 3]
145;[2, 3, 4];[1, 2, 3, 4]
146;[0, 2];[0, 2]
147;[0, 2];[0, 2]
148;[2, 3, 4];[1, 2, 3, 4]
149;[1, 3, 4];[3, 4]
150;[0, 2];[0, 2]
151;[1, 4];[1, 4]
152;[0];[0]
153;[1, 3, 4];[1, 3, 4]
154;[1, 3, 4];[1, 3, 4]
155;[1, 3, 4];[1, 3]
156;[2];[2]
157;[3, 4];[1, 3]
158;[1, 3, 4];[1, 3, 4]
159;[3, 4];[1, 3, 4]
160;[1, 3, 4];[1, 3, 4]
161;[1, 3, 4];[1, 4]
162;[1, 3, 4];[1, 3, 4]
