timestamp;actual;predicted
1;[1, 3, 4];[0, 1, 2, 4]
2;[0, 2];[0, 2, 3, 4]
3;[1, 3, 4];[0, 1, 3, 4]
4;[1, 3, 4];[0, 1, 2, 3, 4]
5;[1, 3, 4];[0, 2, 3, 4]
6;[0, 2, 3];[0, 2, 3, 4]
7;[1, 3, 4];[1, 2, 3, 4]
8;[2];[0, 2, 3, 4]
9;[1, 3, 4];[0, 1, 2, 3, 4]
10;[1, 3, 4];[0, 2, 3, 4]
11;[1, 3, 4];[1, 2, 3, 4]
12;[0, 2];[0, 2, 4]
13;[0, 2];[0, 2, 3, 4]
14;[0, 2];[0, 2, 3, 4]
15;[1, 3, 4];[0, 1, 2, 3, 4]
16;[1, 3, 4];[0, 1, 2, 3, 4]
17;[2];[0, 2, 3, 4]
18;[1, 2, 3, 4];[0, 2, 3, 4]
19;[0];[3]
20;[0, 2];[0, 2, 3, 4]
21;[2];[0, 2, 3, 4]
22;[1, 3, 4];[0, 1, 2, 4]
23;[2];[0, 2, 3, 4]
24;[2];[0, 1, 3, 4]
25;[1, 3, 4];[0, 2, 3, 4]
26;[2];[0, 2, 3, 4]
27;[1, 3, 4];[0, 2, 3, 4]
28;[1, 3, 4];[0, 1, 2, 3, 4]
29;[1, 3, 4];[0, 1, 2, 4]
30;[0, 2];[0, 2, 3, 4]
31;[1, 3, 4];[1, 2, 3, 4]
32;[1, 3, 4];[0, 1, 2, 3, 4]
33;[1, 3, 4];[0, 1, 2, 3, 4]
34;[1, 4];[1, 2, 4]
35;[0, 2];[0, 2, 3, 4]
36;[0, 2];[0, 2, 3, 4]
37;[0, 2];[0, 2, 3, 4]
38;[0, 2];[0, 2, 3, 4]
39;[1, 3, 4];[0, 1, 2, 4]
40;[1, 3, 4];[1, 2, 4]
41;[1, 3, 4];[1, 2, 3, 4]
42;[0, 2];[0, 2, 3, 4]
43;[1, 3, 4];[1, 2, 3, 4]
44;[0, 2];[0, 2, 3, 4]
45;[1, 3, 4];[1, 2]
46;[0, 2];[0, 2, 3, 4]
47;[1, 3, 4];[0, 1, 2, 4]
48;[1];[2]
49;[1, 3, 4];[0, 1, 2, 3, 4]
50;[2];[0, 1, 2, 3, 4]
51;[1, 3, 4];[0, 1, 2, 3]
52;[0];[0, 2, 3, 4]
53;[2];[0, 2, 3, 4]
54;[2, 3, 4];[0, 2, 3, 4]
55;[1, 3, 4];[0, 2, 3, 4]
56;[1, 2, 3, 4];[0, 2, 3, 4]
57;[1, 3, 4];[1, 2]
58;[0, 2];[0, 3, 4]
59;[1, 3, 4];[0, 1, 2, 3, 4]
60;[1, 3, 4];[0, 1, 2, 3, 4]
61;[0, 2];[0, 2, 3, 4]
62;[0, 2];[0, 2, 3, 4]
63;[0];[0, 3, 4]
64;[0, 2];[0, 2, 3, 4]
65;[1, 3];[0, 2, 3, 4]
66;[1, 3, 4];[0, 1, 2, 3, 4]
67;[1, 3, 4];[0, 1, 2, 3, 4]
68;[2];[0, 2, 3, 4]
69;[1, 3, 4];[0, 2, 3, 4]
70;[1, 3, 4];[0, 1, 2, 3, 4]
71;[1, 3, 4];[0, 1, 2, 4]
72;[1, 3, 4];[0, 1, 2, 4]
73;[1, 3, 4];[0, 2, 3, 4]
74;[3];[0, 1, 2, 4]
75;[2];[0, 2, 3, 4]
76;[1, 3, 4];[1, 2, 3, 4]
77;[0, 2];[0, 2, 3, 4]
78;[1, 3, 4];[1, 2]
79;[2];[0, 2, 3, 4]
80;[0];[0, 3, 4]
81;[1, 3, 4];[1, 2, 3, 4]
82;[1, 3, 4];[0, 1, 3, 4]
83;[0, 2];[0, 2, 3, 4]
84;[1, 3, 4];[1, 2, 3, 4]
85;[0, 2];[0, 3, 4]
86;[2, 3, 4];[0, 1, 3, 4]
87;[1, 3, 4];[0, 1, 2, 3, 4]
88;[2, 3];[0, 2, 3, 4]
89;[1, 3, 4];[0, 1, 3, 4]
90;[0];[4]
91;[1, 3, 4];[0, 1, 2, 4]
92;[1, 3, 4];[1, 2, 4]
93;[1, 2, 3, 4];[0, 2, 3, 4]
94;[1, 3, 4];[0, 1, 2, 4]
95;[0, 2];[0, 2, 3, 4]
96;[1, 3, 4];[0, 2, 3, 4]
97;[1, 3, 4];[1, 2, 3, 4]
98;[1, 3, 4];[0, 1, 2, 4]
99;[0, 2];[0, 3, 4]
100;[0, 2];[0, 2, 3, 4]
101;[1, 3, 4];[0, 1, 2, 3, 4]
102;[2, 3];[0, 1, 2, 3, 4]
103;[1, 2, 3, 4];[0, 1, 2, 3, 4]
104;[2];[0, 2, 3, 4]
105;[1, 3, 4];[0, 1, 2, 3, 4]
106;[0];[4]
107;[1, 3, 4];[0, 1, 2, 4]
108;[1, 3, 4];[0, 1, 2, 3, 4]
109;[0, 2];[0, 2, 3, 4]
110;[2];[0, 2, 3, 4]
111;[1, 3, 4];[0, 2, 3, 4]
112;[1, 3, 4];[0, 1, 2, 4]
113;[2];[0, 1, 3, 4]
114;[1, 3, 4];[0, 1, 2, 4]
115;[1, 3, 4];[1, 2, 3, 4]
116;[1, 3, 4];[0, 1, 2, 4]
117;[3, 4];[0, 1, 2, 4]
118;[1, 3, 4];[1, 2]
119;[0, 2];[0, 2, 3, 4]
120;[0, 2];[0, 2, 3, 4]
121;[0];[3]
122;[0, 2];[0, 2, 3, 4]
123;[1, 3, 4];[0, 2, 3, 4]
124;[0];[0, 3, 4]
125;[0, 2];[0, 2, 3, 4]
126;[0, 2];[0, 2, 3, 4]
127;[0, 2];[0, 2, 3, 4]
128;[1, 3, 4];[0, 1, 2, 3, 4]
129;[2, 3, 4];[0, 1, 2, 3, 4]
130;[1, 3, 4];[0, 2, 3, 4]
131;[1, 3, 4];[0, 1, 2, 3, 4]
132;[0, 2];[0, 2, 3, 4]
133;[1, 2, 3, 4];[0, 1, 2, 3, 4]
134;[3, 4];[0, 1, 2, 4]
135;[1, 2, 3, 4];[0, 1, 2, 3, 4]
136;[0, 2];[0, 2, 3, 4]
137;[1];[4]
138;[1, 3, 4];[0, 1, 2, 3, 4]
139;[1, 3, 4];[1, 2, 3, 4]
140;[0, 2];[0, 2, 3, 4]
141;[0, 2];[0, 2, 3, 4]
142;[0, 2];[0, 2, 3, 4]
143;[1, 3, 4];[1, 2, 4]
144;[1, 3, 4];[0, 2, 3, 4]
145;[2, 3, 4];[0, 2, 3, 4]
146;[0, 2];[0, 2, 3, 4]
147;[0, 2];[0, 2, 3, 4]
148;[2, 3, 4];[0, 2, 3, 4]
149;[1, 3, 4];[0, 1, 2, 3, 4]
150;[0, 2];[0, 2, 3, 4]
151;[1, 4];[2, 4]
152;[0];[0, 3, 4]
153;[1, 3, 4];[1, 2, 3, 4]
154;[1, 3, 4];[0, 1, 2, 3]
155;[1, 3, 4];[0, 1, 2, 3, 4]
156;[2];[1, 2, 3, 4]
157;[3, 4];[0, 1, 2, 3]
158;[1, 3, 4];[0, 1, 2, 4]
159;[3, 4];[0, 1, 2, 4]
160;[1, 3, 4];[0, 1, 2, 3, 4]
161;[1, 3, 4];[0, 1, 2, 3, 4]
162;[1, 3, 4];[0, 1, 2, 4]
163;[1, 3, 4];[0, 1, 2, 3, 4]
164;[1, 4];[2]
165;[1, 4];[2]
166;[1, 3, 4];[0, 1, 2, 3]
167;[1, 3, 4];[0, 1, 2, 3, 4]
168;[1, 3, 4];[1, 2, 3, 4]
169;[0, 2];[0, 4]
170;[1];[2]
171;[0, 2];[0, 2, 3, 4]
172;[1, 3, 4];[1, 2, 3, 4]
173;[2];[0, 1, 2, 4]
174;[1, 3, 4];[0, 1, 2, 3, 4]
175;[1, 3, 4];[0, 1, 2, 3, 4]
176;[0, 2];[0, 2, 3, 4]
177;[1, 3, 4];[1, 2, 4]
178;[1, 3, 4];[1, 2, 3, 4]
179;[1, 3, 4];[0, 1, 2, 3, 4]
180;[1, 3, 4];[0, 2, 3, 4]
181;[2, 3, 4];[1, 2, 3, 4]
182;[1, 3, 4];[0, 1, 2, 3, 4]
183;[0, 2, 3];[0, 2, 3, 4]
184;[1, 3, 4];[0, 1, 2, 4]
185;[0];[0, 3, 4]
186;[0, 2];[0, 2, 3, 4]
187;[0, 1, 3, 4];[0, 2, 3, 4]
