timestamp,evaluationWindow,nExamples,radius,silhouette,threshold,averOut,label
950,0,7.0,0.06991478172984754,1.0,0.0,0.9679775940439673,NP1
950,0,5.0,0.05141183734166437,1.0,0.0,0.9756744078267555,NP2
950,0,5.0,0.047214866848487885,1.0,0.0,0.9773542898221462,NP3
950,0,4.0,0.05121823485911981,1.0,0.0,0.9772669662283958,NP4
950,0,6.0,0.0297977175047152,1.0,0.0,0.9870399390918853,NP5
950,0,4.0,0.02003080187095379,1.0,0.0,0.9913451286938405,NP6
1399,0,4.0,0.05958194261252489,1.0,0.0,0.9736008920311519,NP7
1399,0,5.0,0.04510722420846212,1.0,0.0,0.9798294961483744,NP8
1399,0,4.0,0.05112418292458758,1.0,0.0,0.9777667542579163,NP9
1399,0,6.0,0.06497899040202298,0.3528358693003988,0.0,0.9719715187807333,NP10
1399,0,104.0,0.03868403929928499,-1.0,0.003529633611844073,0.0,NP10
1399,0,6.0,0.06947753944804524,1.0,0.0,0.970756165142753,NP11
1399,0,6.0,0.05019859971994578,1.0,0.0,0.9773778713379427,NP12
1399,0,4.0,0.012178272955709496,1.0,0.0,0.9946231012082185,NP13
1399,0,5.0,0.08881606022107719,1.0,0.0,0.9612782915037507,NP14
2385,1,7.0,0.08083432629205425,1.0,0.0,0.9637303261896643,NP15
2385,1,7.0,0.058268910897876974,1.0,0.0,0.9730874076026756,NP16
2385,1,5.0,0.05564880239993242,1.0,0.0,0.9766627194170174,NP17
2385,1,4.0,0.06171947931783005,1.0,0.0,0.9719620681738745,NP18
2385,1,4.0,0.05016484946932122,1.0,0.0,0.9763665213412335,NP19
3799,2,9.0,0.08998219203766575,1.0,0.0,0.9601137773227225,NP20
3799,2,7.0,0.05470661636027386,1.0,0.0,0.9752021436187256,NP21
3799,2,5.0,0.06707007088574514,1.0,0.0,0.9681481744756993,NP22
3799,2,4.0,0.08295916940123518,1.0,0.0,0.961826494097049,NP23
3799,2,5.0,0.03980901921160711,1.0,0.0,0.9812566024278739,NP24
3799,2,4.0,0.05616203028842952,1.0,0.0,0.9727823553535019,NP25
10121,5,11.0,0.0668277487817946,1.0,0.0,0.9693400312271361,NP26
10121,5,9.0,0.05711802568742455,1.0,0.0,0.97442196916003,NP27
10121,5,16.0,0.08504771823357829,1.0,0.0,0.9596878591713479,NP28
10121,5,5.0,0.06658638897075625,0.19665571883535019,0.0,0.9680696765559607,NP29
10121,5,86.0,0.03624420330345469,-1.0,0.0,0.0,NP29
10121,5,8.0,0.08221925501646325,1.0,0.0,0.9642611408023034,NP30
27187,15,11.0,0.055049101689542614,1.0,0.0,0.9757566243330327,NP31
27187,15,8.0,0.09438710034882776,1.0,0.0,0.9607589599550111,NP32
27187,15,10.0,0.10355931839151321,1.0,0.0,0.951839796073045,NP33
27187,15,5.0,0.03371581155509009,1.0,0.0,0.9838565041589431,NP34
27187,15,6.0,0.023639521172730212,1.0,0.0,0.9885011494191778,NP35
27187,15,5.0,0.05701751529058171,1.0,0.0,0.9738632995519912,NP36
30167,16,15.0,0.10517875634121762,1.0,0.0,0.9533004142374377,NP37
30167,16,12.0,0.08285409219552496,0.2498818058193954,0.0,0.9644025299750846,NP38
