timestamp,evaluationWindow,nExamples,radius,silhouette,threshold,averOut,label
227,0,4.0,0.03367372235034463,1.0,0.0,0.9836831950061243,NP1
270,0,4.0,0.043203502826873304,1.0,0.0,0.9807008214766625,NP2
291,0,6.0,0.03772506205706704,1.0,0.0,0.9815496840917164,NP3
314,0,4.0,0.03834630642063357,1.0,0.0,0.9824998137775659,NP4
337,0,4.0,0.03617617641935989,0.12117041588279494,0.0,0.9840099341881505,NP5
337,0,12.0,0.01155039760512568,-1.0,4.4708780918377525E-4,0.0,NP5
358,0,4.0,0.04185155400554977,1.0,0.0,0.981065374102477,NP6
358,0,4.0,0.0373609747504341,1.0,0.0,0.9846056486561703,NP7
358,0,4.0,0.020032145946175698,1.0,0.0,0.9900925467180817,NP8
358,0,4.0,0.03093915095312954,1.0,0.0,0.9859266493457346,NP9
358,0,4.0,0.01826345742681066,1.0,0.0,0.9917942586063853,NP10
358,0,4.0,0.04299977266664167,0.14854017294265265,0.0,0.9791868510802967,NP11
358,0,13.0,0.011745539896670383,-1.0,1.7979690767160935E-5,0.0,NP11
383,0,4.0,0.03364465591006842,1.0,0.0,0.9867066086060311,NP12
404,0,6.0,0.03404393448531636,1.0,0.0,0.9844803903655106,NP13
425,0,4.0,0.028046680645189736,1.0,0.0,0.9871361046708652,NP14
446,0,4.0,0.04697780647651385,1.0,0.0,0.9790541123286142,NP15
469,0,4.0,0.04324153918543305,0.030524485383222628,0.0,0.9794081801467432,NP16
469,0,9.0,0.010696012932978335,-1.0,7.709504333331694E-6,0.0,NP16
469,0,4.0,0.04511335954520493,1.0,0.0,0.9800020369350255,NP17
469,0,4.0,0.041423740385746026,1.0,0.0,0.9819604333857288,NP18
491,0,4.0,0.027353926731364456,1.0,0.0,0.9869130792914712,NP19
491,0,5.0,0.030985691409780833,1.0,0.0,0.9871143441600836,NP20
491,0,4.0,0.044463187535234316,1.0,0.0,0.9806271712549486,NP21
491,0,4.0,0.043649542572887515,1.0,0.0,0.9826497886613933,NP22
514,0,4.0,0.036633638888346635,0.25597934632126074,0.0,0.9838147173197607,NP23
514,0,17.0,0.019854866749458088,-1.0,5.817118469029231E-9,0.0,NP23
514,0,4.0,0.052440705601831776,1.0,0.0,0.9753139748271313,NP24
514,0,4.0,0.05238007431439417,1.0,0.0,0.9746351596772098,NP25
537,0,6.0,0.054644110091939306,1.0,0.0,0.9748746277128059,NP26
565,0,4.0,0.05017735457713246,0.0025520485668560204,0.0,0.9800456443515525,NP27
565,0,16.0,0.01078961772317132,-1.0,5.572776279643539E-10,0.0,NP27
565,0,4.0,0.03355615126534642,1.0,0.0,0.9838571247849512,NP28
565,0,4.0,0.04653514953086538,1.0,0.0,0.9775665595528121,NP29
586,0,5.0,0.036895392429492885,1.0,0.0,0.9828209105344188,NP30
586,0,4.0,0.04111213686247694,1.0,0.0,0.9805123483215613,NP31
628,0,4.0,0.04815547511265091,1.0,0.0,0.9764902142512076,NP32
698,0,4.0,0.04221596600326477,1.0,0.0,0.9820393493553569,NP33
742,0,4.0,0.04796563510012487,1.0,0.0,0.9770791492356385,NP34
