timestamp;actual;predicted
1;[0];unknwon
2;[0, 1, 2];unknwon
3;[0];[0]
4;[1, 2];[1, 2]
5;[1, 2];[1, 2]
6;[1, 2];[1, 2]
7;[0];[0]
8;[0, 1, 2];[0, 2]
9;[0];unknwon
10;[1, 2];[1, 2]
11;[0];unknwon
12;[0, 1, 2];[1, 2]
13;[0, 2];[0, 2]
14;[0, 1, 2];unknwon
15;[0, 1, 2];[0, 2]
16;[0];[0]
17;[1];[1]
18;[0];[0]
19;[1, 2];[1, 2]
20;[0, 1, 2];[0, 2]
21;[1, 2];[1, 2]
22;[1];[1]
23;[0];[0]
24;[1, 2];[1, 2]
25;[2];[2]
26;[0];[0]
27;[1];[1]
28;[1, 2];[1, 2]
29;[0];[0]
30;[0, 2];[0, 2]
31;[0, 1, 2];[0, 1]
32;[1, 2];[1, 2]
33;[1, 2];[1, 2]
34;[0, 1, 2];[1, 2]
35;[0, 1, 2];[1, 2]
36;[0];[0]
37;[1, 2];[1, 2]
38;[0, 1, 2];[0]
39;[1, 2];unknwon
40;[1, 2];[1, 2]
41;[1, 2];[1, 2]
42;[1, 2];[1, 2]
43;[0];[0]
44;[0, 1, 2];[1, 2]
45;[0, 1, 2];[1, 2]
46;[1, 2];[1, 2]
47;[1, 2];[1, 2]
48;[1, 2];[1, 2]
49;[0, 1, 2];[0, 1]
50;[1, 2];[1, 2]
51;[1, 2];[1, 2]
52;[1];[1]
53;[0, 1, 2];[0, 2]
54;[1, 2];unknwon
55;[0, 1, 2];[0, 2]
56;[0, 1, 2];[1, 2]
57;[0, 2];[0, 2]
58;[1, 2];unknwon
59;[1, 2];[1, 2]
60;[1, 2];[2]
61;[0];[0]
62;[1, 2];[1, 2]
63;[0, 1, 2];[0, 2]
64;[1, 2];unknwon
65;[1, 2];[1, 2]
66;[0, 2];[0, 2]
67;[0];[0]
68;[1, 2];[1, 2]
69;[0, 1, 2];[0, 1, 2]
70;[0];[0]
71;[0, 1, 2];[0, 1]
72;[0];[0]
73;[1, 2];[1, 2]
74;[1, 2];unknwon
75;[1, 2];unknwon
76;[0, 2];[0, 2]
77;[1, 2];[1, 2]
78;[0];[0]
79;[0];unknwon
80;[1, 2];[1, 2]
81;[0, 1, 2];[1, 2]
82;[0, 1, 2];[0]
83;[1, 2];[1, 2]
84;[0, 1, 2];[1, 2]
85;[0];[0]
86;[0, 1, 2];[0, 2]
87;[1, 2];[1, 2]
88;[0, 1, 2];[1]
89;[0];[0]
90;[1, 2];[1, 2]
91;[0, 1, 2];[1, 2]
92;[0];[0]
93;[1];[1]
94;[0, 1, 2];[1, 2]
95;[0, 1, 2];[0, 2]
96;[0];[0]
97;[0];[0]
98;[1, 2];[1, 2]
99;[0];[0]
100;[1, 2];[1, 2]
101;[0];[0]
102;[0];[0]
103;[0, 1, 2];[0, 1]
104;[0, 1];[0]
105;[0, 1, 2];[1, 2]
106;[1, 2];[1, 2]
107;[0];[0]
108;[0, 1, 2];[0, 1]
109;[1, 2];[1, 2]
110;[1, 2];[1, 2]
111;[1, 2];[1, 2]
112;[1, 2];unknwon
113;[1, 2];[1, 2]
114;[1, 2];[1, 2]
115;[1, 2];[1, 2]
116;[0];[0]
117;[0];[0]
118;[1, 2];[1, 2]
119;[1, 2];[1, 2]
120;[0];[0]
121;[1, 2];[1]
122;[1, 2];[1, 2]
123;[0, 2];[0, 2]
124;[1, 2];[1, 2]
125;[1, 2];[1, 2]
126;[1, 2];[1, 2]
127;[1, 2];[1, 2]
128;[0];[0]
129;[0, 1, 2];[1, 2]
130;[1, 2];[1, 2]
131;[0, 2];[0, 2]
132;[2];[2]
133;[1, 2];[1, 2]
134;[0, 1, 2];[0, 1, 2]
135;[1, 2];[1, 2]
136;[0];[0]
137;[1, 2];[1, 2]
138;[0];[0]
139;[1, 2];[1, 2]
140;[2];[2]
141;[0];[0]
142;[1, 2];[1, 2]
143;[0, 1, 2];[1, 2]
144;[1, 2];[1, 2]
145;[0];[0]
146;[0, 2];[0, 2]
147;[1, 2];[1, 2]
148;[0, 2];[0, 2]
149;[1, 2];[1, 2]
150;[1, 2];[1, 2]
151;[1, 2];[1]
152;[0, 1, 2];[1, 2]
153;[1, 2];[1, 2]
154;[0, 2];[0, 2]
155;[0, 2];[0, 2]
156;[1, 2];[1, 2]
157;[1, 2];[1, 2]
158;[0, 1, 2];[1, 2]
159;[1, 2];[1, 2]
160;[0];[0]
161;[1, 2];[1, 2]
162;[0, 1, 2];[0, 1]
163;[1, 2];[1, 2]
164;[0, 1, 2];[1, 2]
165;[1, 2];[1, 2]
166;[0, 1, 2];[1, 2]
167;[1, 2];[1, 2]
168;[1, 2];[1, 2]
169;[1, 2];[1, 2]
170;[0, 1, 2];[0, 2]
171;[0, 1, 2];[0, 1]
172;[0, 1, 2];[1, 2]
173;[1, 2];[1, 2]
174;[0, 1, 2];[0, 2]
175;[1, 2];[1, 2]
176;[1, 2];[1, 2]
177;[1, 2];[1, 2]
178;[1, 2];[1, 2]
179;[1, 2];[1, 2]
180;[0, 1, 2];[1, 2]
181;[1, 2];[1, 2]
182;[1, 2];[1, 2]
183;[0];[0]
184;[0];unknwon
185;[1, 2];[1, 2]
186;[1, 2];[1]
187;[1, 2];[1, 2]
188;[1, 2];[1, 2]
189;[1];[1]
190;[0];[0]
191;[1, 2];[1, 2]
192;[0];unknwon
193;[0, 1, 2];[0, 1]
194;[0];[0]
195;[1, 2];[1, 2]
196;[2];[2]
197;[1, 2];[1, 2]
198;[0, 1, 2];[0, 2]
199;[0, 1, 2];[0, 1]
200;[1, 2];[1, 2]
201;[0, 1, 2];unknwon
202;[1];unknwon
203;[1, 2];[2]
204;[0];unknwon
205;[0];unknwon
206;[0];unknwon
207;[1, 2];[1, 2]
208;[0];unknwon
209;[1, 2];unknwon
210;[0, 1, 2];[0, 1]
211;[0, 1, 2];unknwon
212;[1, 2];unknwon
213;[0, 1, 2];unknwon
214;[0];unknwon
215;[0, 1, 2];[0, 2]
216;[0, 2];[2]
217;[1, 2];[1, 2]
218;[0];unknwon
219;[1];unknwon
220;[0, 1, 2];unknwon
221;[0];unknwon
222;[1, 2];unknwon
223;[1, 2];unknwon
224;[0, 2];[0]
225;[0, 2];[0, 2]
226;[0];unknwon
227;[0, 1, 2];unknwon
228;[1];unknwon
229;[0];unknwon
230;[0];[0]
231;[1, 2];unknwon
232;[0];unknwon
233;[0];[0]
234;[1];unknwon
235;[0, 1, 2];unknwon
236;[1];unknwon
237;[1, 2];[1, 2]
238;[2];unknwon
239;[1];unknwon
240;[0];unknwon
241;[1, 2];[1, 2]
242;[1, 2];unknwon
243;[1, 2];unknwon
244;[0];unknwon
245;[1, 2];unknwon
246;[0, 2];unknwon
247;[1, 2];unknwon
248;[1, 2];unknwon
249;[0];unknwon
250;[1, 2];[1, 2]
251;[0, 1, 2];[0, 2]
252;[1, 2];[1, 2]
253;[0];[0]
254;[1, 2];unknwon
255;[1, 2];unknwon
256;[0, 1, 2];[0, 1]
257;[0];[0]
258;[1];unknwon
259;[1, 2];unknwon
260;[0, 2];unknwon
261;[1, 2];unknwon
262;[0, 1, 2];[1, 2]
263;[0];unknwon
264;[0];unknwon
265;[0];unknwon
266;[0];[0]
267;[0, 1, 2];unknwon
268;[1];unknwon
269;[0];[0]
270;[1, 2];unknwon
271;[1, 2];unknwon
272;[1, 2];unknwon
273;[1, 2];[NP2]
274;[1, 2];unknwon
275;[1];unknwon
276;[0];[0]
277;[1, 2];unknwon
278;[0, 2];unknwon
279;[2];unknwon
280;[1, 2];[1]
281;[0];[0]
282;[0, 1, 2];[0, 2]
283;[0, 1, 2];unknwon
284;[1, 2];[1, 2]
285;[1, 2];unknwon
286;[1, 2];unknwon
287;[1, 2];unknwon
288;[1, 2];[1, 2]
289;[1, 2];[1, 2]
290;[0];unknwon
291;[1, 2];unknwon
292;[0];unknwon
293;[0];[NP1]
294;[1, 2];unknwon
295;[2];[2]
296;[1, 2];unknwon
297;[1, 2];unknwon
298;[1, 2];[1]
299;[0, 1, 2];[0, 1]
300;[1, 2];[1, 2]
301;[1, 2];unknwon
302;[1, 2];[NP3]
303;[1, 2];[1, 2]
304;[1, 2];[2]
305;[0];unknwon
306;[1, 2];[1]
307;[1, 2];unknwon
308;[1, 2];[1, 2]
309;[0, 1, 2];unknwon
310;[0, 1, 2];[0, 2]
311;[0];unknwon
312;[1, 2];[1, 2]
313;[0, 1, 2];[1]
314;[1, 2];unknwon
315;[0];unknwon
316;[1, 2];[NP4]
317;[0];unknwon
318;[0];[0]
319;[1, 2];unknwon
320;[0];[NP1]
321;[0, 2];unknwon
322;[1, 2];[1, 2]
323;[1, 2];unknwon
324;[0, 2];[0, 2]
325;[0];[0]
326;[1, 2];unknwon
327;[1, 2];unknwon
328;[0, 2];unknwon
329;[1, 2];[1, 2]
330;[1, 2];[1, 2]
331;[0, 1, 2];unknwon
332;[1, 2];unknwon
333;[1, 2];unknwon
334;[1, 2];[1]
335;[1, 2];[1]
336;[1, 2];[1, 2, NP4]
337;[1];unknwon
338;[1];unknwon
339;[1, 2];[1, 2]
340;[0, 1, 2];unknwon
341;[1, 2];[1, 2]
342;[1, 2];unknwon
343;[1, 2];[1, 2]
344;[0, 1, 2];unknwon
345;[1, 2];[1, 2]
346;[0, 2];unknwon
347;[1, 2];[1, 2]
348;[0];unknwon
349;[0, 2];[2]
350;[1, 2];unknwon
351;[1];unknwon
352;[1, 2];unknwon
353;[1, 2];[1, 2]
354;[1, 2];unknwon
355;[0, 2];unknwon
356;[0, 1, 2];unknwon
357;[0, 1, 2];unknwon
358;[0, 1, 2];unknwon
359;[1, 2];[2]
360;[0, 1, 2];[2]
361;[0, 1, 2];[0, 2]
362;[0];[NP11]
363;[0, 1, 2];[NP7]
364;[0, 2];[2]
365;[1, 2];[NP9]
366;[1, 2];[1, 2]
367;[1, 2];unknwon
368;[1, 2];unknwon
369;[1, 2];[NP2]
370;[0];unknwon
371;[1, 2];[NP4]
372;[1, 2];[2]
373;[0, 2];[0, 2]
374;[0];unknwon
375;[0];unknwon
376;[0];unknwon
377;[1, 2];unknwon
378;[1, 2];[1]
379;[0, 1, 2];[NP6]
380;[1];[1]
381;[0];[0]
382;[1, 2];[1, 2]
383;[0, 1];unknwon
384;[0, 1, 2];[0, 1, 2]
385;[2];[2]
386;[0];unknwon
387;[0];unknwon
