timestamp;actual;predicted
1;[1, 3, 4];[0, 2, 4]
2;[0, 2];[0, 4]
3;[1, 3, 4];[1, 2, 3, 4]
4;[1, 3, 4];[0, 1, 3, 4]
5;[1, 3, 4];[0, 1, 3, 4]
6;[0, 2, 3];[0, 2, 3, 4]
7;[1, 3, 4];[0, 1, 2, 4]
8;[2];[0, 2, 3, 4]
9;[1, 3, 4];[0, 2, 3, 4]
10;[1, 3, 4];[0, 2, 3, 4]
11;[1, 3, 4];[0, 2, 3, 4]
12;[0, 2];[0, 3, 4]
13;[0, 2];[0, 2, 3, 4]
14;[0, 2];[0, 2, 3, 4]
15;[1, 3, 4];[1, 2, 3, 4]
16;[1, 3, 4];[0, 1, 2, 4]
17;[2];[1, 2, 3]
18;[1, 2, 3, 4];[0, 2, 3, 4]
19;[0];[3]
20;[0, 2];[0, 2, 3, 4]
21;[2];[0, 2, 3, 4]
22;[1, 3, 4];[1, 4]
23;[2];[0, 2, 3, 4]
24;[2];[0, 1, 2, 3, 4]
25;[1, 3, 4];[0, 1, 2, 4]
26;[2];[0, 1, 2, 3]
27;[1, 3, 4];[0, 2, 3, 4]
28;[1, 3, 4];[0, 2, 3, 4]
29;[1, 3, 4];[1, 2, 4]
30;[0, 2];[0, 2, 3, 4]
31;[1, 3, 4];[0, 1, 2, 4]
32;[1, 3, 4];[0, 1, 2, 3, 4]
33;[1, 3, 4];[0, 1, 2, 4]
34;[1, 4];[1, 4]
35;[0, 2];[0, 2, 3, 4]
36;[0, 2];[0, 2, 3, 4]
37;[0, 2];[0, 3]
38;[0, 2];[0, 2, 3, 4]
39;[1, 3, 4];[0, 2, 3, 4]
40;[1, 3, 4];[1, 2, 4]
41;[1, 3, 4];[0, 1, 2, 4]
42;[0, 2];[0, 2, 3, 4]
43;[1, 3, 4];[0, 2, 3, 4]
44;[0, 2];[2, 3, 4]
45;[1, 3, 4];[1, 2, 4]
46;[0, 2];[0, 2, 3, 4]
47;[1, 3, 4];[0, 2, 3, 4]
48;[1];[2]
49;[1, 3, 4];[0, 1, 2, 3, 4]
50;[2];[0, 2, 3, 4]
51;[1, 3, 4];[0, 1, 2, 4]
52;[0];[0, 2, 3, 4]
53;[2];[0, 2, 3, 4]
54;[2, 3, 4];[0, 1, 2, 3]
55;[1, 3, 4];[0, 1, 2, 3, 4]
56;[1, 2, 3, 4];[0, 1, 2, 3, 4]
57;[1, 3, 4];[1, 2]
58;[0, 2];[0, 3, 4]
59;[1, 3, 4];[0, 1, 2, 3, 4]
60;[1, 3, 4];[0, 1, 2, 3, 4]
61;[0, 2];[0, 2, 3, 4]
62;[0, 2];[0, 2, 3, 4]
63;[0];[0, 3, 4]
64;[0, 2];[0, 2, 3, 4]
65;[1, 3];[0, 1, 2, 4]
66;[1, 3, 4];[0, 1, 2, 3, 4]
67;[1, 3, 4];[1, 2, 3, 4]
