timestamp,evaluationWindow,nExamples,radius,silhouette,threshold,averOut,label
381,6,4.0,0.035123614256172754,0.21860447430799648,0.0,0.9829126634184454,NP1
381,6,99.0,0.016581569940200037,-1.0,0.25014094516185226,0.0,NP1
420,6,4.0,0.08477570836382553,1.0,0.0,0.9590551292034639,NP2
525,8,4.0,0.047130580182146616,1.0,0.0,0.979773166858357,NP3
703,11,4.0,0.03187108572417452,1.0,0.0,0.9861350422809833,NP4
734,12,6.0,0.10366469543726176,1.0,0.0,0.9526220671759741,NP5
734,12,4.0,0.07396334438479694,0.22983677639378797,0.0,0.9683054037004083,NP6
734,12,82.0,0.0406165776159487,-1.0,9.906952124697383E-5,0.0,NP6
761,12,5.0,0.11535452164552457,0.06938839642603804,0.0,0.9527722522880445,NP7
761,12,91.0,0.027410539964333687,-1.0,1.3990542983132469E-6,0.0,NP7
780,12,4.0,0.07643316294806922,1.0,0.0,0.965150043529176,NP8
784,12,4.0,0.08114860289715774,0.16106432326196765,0.0,0.9604963788225442,NP9
784,12,95.0,0.03836407813060716,-1.0,0.0,0.0,NP9
898,14,4.0,0.08222328473539588,1.0,0.0,0.9606338618747776,NP10
1108,18,4.0,0.07310640265649304,0.0869498907855258,0.0,0.9693531456252785,NP11
1108,18,95.0,0.03712678093544769,-1.0,5.6253134067387964E-12,0.0,NP11
1135,18,4.0,0.07543423962160914,0.08117832620569397,0.0,0.9688153091877909,NP12
1135,18,57.0,0.0481672817645191,-1.0,0.0,0.0,NP12
1135,18,103.0,0.022331424503223708,-1.0,1.6753060017849631E-13,0.0,NP12
1183,19,4.0,0.05672072602461231,1.0,0.0,0.9750625698590196,NP13
1194,19,4.0,0.08914866593054911,1.0,0.0,0.9641486001772892,NP14
1196,19,4.0,0.040535033184449655,1.0,0.0,0.982187024655487,NP15
1296,21,4.0,0.07332764377892166,1.0,0.0,0.9704783273127461,NP16
1525,25,4.0,0.017750745810934315,1.0,0.0,0.9917073525514846,NP17
1651,27,4.0,0.09548027066702694,1.0,0.0,0.9538077628979585,NP18
1782,29,4.0,0.05802658430606249,0.11433519312061884,0.0,0.9752439101307927,NP19
1782,29,91.0,0.027410539964333687,-1.0,0.0,0.0,NP19
1782,29,91.0,0.027410539964333687,-1.0,0.0,0.0,NP19
1961,32,4.0,0.0844158315444644,1.0,0.0,0.9599991041781862,NP20
2497,40,4.0,0.07505221316180402,1.0,0.0,0.9670868791319212,NP21
2520,41,5.0,0.13046975457107007,1.0,0.0,0.9427696565564224,NP22
2840,46,4.0,0.1246377143865089,0.0136314624295664,0.0,0.944780474651746,NP23
2840,46,78.0,0.029978235034403854,-1.0,0.0,0.0,NP23
