timestamp,evaluationWindow,nExamples,radius,silhouette,threshold,averOut,label
916,0,4.0,0.043133099118464927,1.0,0.0,0.980933062899902,NP1
916,0,5.0,0.05141183734166437,1.0,0.0,0.9756744078267555,NP2
916,0,6.0,0.0297977175047152,1.0,0.0,0.987039939091885,NP3
916,0,5.0,0.0356118851229875,1.0,0.0,0.9860842923569859,NP4
1178,0,5.0,0.07052306279401822,0.2829812634354902,0.0,0.9678553612768676,NP5
1178,0,87.0,0.039736368734848565,-1.0,0.0024729190286196623,0.0,NP5
1178,0,6.0,0.026653967597001314,1.0,0.0,0.9879007628376121,NP6
1178,0,6.0,0.03379444310291986,1.0,0.0,0.9836217047769241,NP7
1178,0,4.0,0.027382719989248464,1.0,0.0,0.9871916562818037,NP8
1178,0,5.0,0.04281114359902131,1.0,0.0,0.9797310743511428,NP9
1561,0,5.0,0.056535571355128836,1.0,0.0,0.977054044617103,NP10
1561,0,4.0,0.039275192520517206,1.0,0.0,0.9827429840802213,NP11
1561,0,4.0,0.0553757875956461,1.0,0.0,0.974743613913141,NP12
1561,0,6.0,0.07189445445294582,1.0,0.0,0.9663273511773705,NP13
1561,0,4.0,0.08292487047540603,0.29116725433993756,0.0,0.9603479048637793,NP14
1561,0,52.0,0.0445324513830356,-1.0,8.623604801056284E-4,0.0,NP14
1561,0,4.0,0.04235314960756693,1.0,0.0,0.9806368649068654,NP15
2591,1,11.0,0.1091053460620955,0.24450597487898357,0.0,0.953088989951974,NP16
2591,1,115.0,0.043935239287928855,-1.0,2.0637196758700792E-4,0.0,NP16
2591,1,15.0,0.1352702487787867,0.19778078484986086,0.0,0.9414844276254208,NP17
2591,1,138.0,0.04447465243598051,-1.0,1.150752647397188E-6,0.0,NP17
2591,1,5.0,0.12791176063423132,1.0,0.0,0.9413171924930085,NP18
2591,1,10.0,0.1402454383296446,0.035937284724458035,0.0,0.9467325279097768,NP19
2591,1,111.0,0.044015794161152935,-1.0,0.0,0.0,NP19
2591,1,7.0,0.08256371022007675,1.0,0.0,0.9638023949389828,NP20
30229,16,28.0,0.18184021900305203,1.0,0.0,0.9257417759632222,NP21
30229,16,22.0,0.19270109286852335,1.0,0.0,0.9181006424828392,NP22
