timestamp;actual;predicted
1;[0];[0]
2;[0, 1, 2];[1, 2]
3;[0];[0]
4;[1, 2];[1, 2]
5;[1, 2];[1, 2]
6;[1, 2];[1, 2]
7;[0];[0]
8;[0, 1, 2];[1, 2]
9;[0];[0]
10;[1, 2];[1, 2]
11;[0];[0]
12;[0, 1, 2];[1, 2]
13;[0, 2];[0, 2]
14;[0, 1, 2];[1, 2]
15;[0, 1, 2];[1, 2]
16;[0];[0]
17;[1];[1]
18;[0];[0]
19;[1, 2];[1, 2]
20;[0, 1, 2];[1, 2]
21;[1, 2];[1, 2]
22;[1];[1]
23;[0];[0]
24;[1, 2];[1, 2]
25;[2];[2]
26;[0];[0]
27;[1];[1]
28;[1, 2];[1, 2]
29;[0];[0]
30;[0, 2];[0, 2]
31;[0, 1, 2];[0, 1]
32;[1, 2];[1, 2]
33;[1, 2];[1, 2]
34;[0, 1, 2];[1, 2]
35;[0, 1, 2];[1, 2]
36;[0];[0]
37;[1, 2];[1, 2]
38;[0, 1, 2];[0, 1]
39;[1, 2];[1, 2]
40;[1, 2];[1, 2]
41;[1, 2];[1, 2]
42;[1, 2];[1, 2]
43;[0];[0]
44;[0, 1, 2];[1, 2]
45;[0, 1, 2];[1, 2]
46;[1, 2];[1, 2]
47;[1, 2];[1, 2]
48;[1, 2];[1, 2]
49;[0, 1, 2];[0, 2]
50;[1, 2];[1, 2]
51;[1, 2];[1, 2]
52;[1];[1]
53;[0, 1, 2];[1, 2]
54;[1, 2];[1, 2]
55;[0, 1, 2];[0, 1, 2]
56;[0, 1, 2];[0, 2]
57;[0, 2];[0, 2]
58;[1, 2];[1, 2]
59;[1, 2];[1, 2]
60;[1, 2];[1, 2]
61;[0];[0]
62;[1, 2];[1, 2]
63;[0, 1, 2];[0, 1, 2]
64;[1, 2];[1, 2]
65;[1, 2];[1, 2]
66;[0, 2];[0, 2]
67;[0];[0]
68;[1, 2];[1, 2]
69;[0, 1, 2];[0, 1]
70;[0];[0]
71;[0, 1, 2];[0, 2]
72;[0];[0]
73;[1, 2];[1, 2]
74;[1, 2];[1, 2]
75;[1, 2];[1, 2]
76;[0, 2];[0, 2]
77;[1, 2];[1, 2]
78;[0];[0]
79;[0];[0]
80;[1, 2];[1, 2]
81;[0, 1, 2];[1, 2]
82;[0, 1, 2];[0, 1]
83;[1, 2];[1, 2]
84;[0, 1, 2];[0, 2]
85;[0];[0]
86;[0, 1, 2];[0, 2]
87;[1, 2];[1, 2]
88;[0, 1, 2];[1, 2]
89;[0];[0]
90;[1, 2];[1, 2]
91;[0, 1, 2];[1, 2]
92;[0];[0]
93;[1];[1]
94;[0, 1, 2];[0, 1, 2]
95;[0, 1, 2];[0, 2]
96;[0];[0]
97;[0];[0]
98;[1, 2];[1, 2]
99;[0];[0, 2]
100;[1, 2];[1, 2]
101;[0];[0]
102;[0];[0]
103;[0, 1, 2];[0, 1]
104;[0, 1];[0, 2]
105;[0, 1, 2];[0, 1, 2]
106;[1, 2];[1, 2]
107;[0];[0]
108;[0, 1, 2];[0, 1]
109;[1, 2];[1, 2]
110;[1, 2];[1, 2]
111;[1, 2];[1, 2]
112;[1, 2];[1, 2]
113;[1, 2];[1, 2]
114;[1, 2];[1, 2]
115;[1, 2];[1, 2]
116;[0];[0]
117;[0];[0]
118;[1, 2];[1, 2]
119;[1, 2];[1, 2]
120;[0];[0]
121;[1, 2];[1, 2]
122;[1, 2];[1, 2]
123;[0, 2];[0, 2]
124;[1, 2];[1, 2]
125;[1, 2];[1, 2]
126;[1, 2];[1, 2]
127;[1, 2];[1, 2]
128;[0];[0]
129;[0, 1, 2];[1, 2]
130;[1, 2];[1, 2]
131;[0, 2];[0, 2]
132;[2];[2]
133;[1, 2];[1, 2]
134;[0, 1, 2];[0, 2]
135;[1, 2];[1, 2]
136;[0];[0]
137;[1, 2];[1, 2]
138;[0];[0]
139;[1, 2];[1, 2]
140;[2];[2]
141;[0];[0]
142;[1, 2];[1, 2]
143;[0, 1, 2];[0, 1]
144;[1, 2];[1, 2]
145;[0];[0]
146;[0, 2];[0, 2]
147;[1, 2];[1, 2]
148;[0, 2];[0, 2]
149;[1, 2];[1, 2]
150;[1, 2];[1, 2]
151;[1, 2];[1, 2]
152;[0, 1, 2];[1, 2]
153;[1, 2];[1, 2]
154;[0, 2];[0, 2]
155;[0, 2];[0, 2]
156;[1, 2];[1, 2]
157;[1, 2];[1, 2]
158;[0, 1, 2];[0, 1]
159;[1, 2];[1, 2]
160;[0];[0]
161;[1, 2];[1, 2]
162;[0, 1, 2];[1, 2]
163;[1, 2];[1, 2]
164;[0, 1, 2];[0, 2]
165;[1, 2];[1, 2]
166;[0, 1, 2];[0, 1]
167;[1, 2];[1, 2]
168;[1, 2];[1, 2]
169;[1, 2];[1, 2]
170;[0, 1, 2];[1, 2]
171;[0, 1, 2];[1, 2]
172;[0, 1, 2];[1, 2]
173;[1, 2];[1, 2]
174;[0, 1, 2];[0, 2]
175;[1, 2];[1, 2]
176;[1, 2];[1, 2]
177;[1, 2];[1, 2]
178;[1, 2];[1, 2]
179;[1, 2];[1, 2]
180;[0, 1, 2];[0, 2]
181;[1, 2];[1, 2]
182;[1, 2];[1, 2]
183;[0];unknwon
184;[0];[0]
185;[1, 2];[1, 2]
186;[1, 2];[1, 2]
187;[1, 2];[1, 2]
188;[1, 2];[1, 2]
189;[1];[1]
190;[0];[0]
191;[1, 2];[1, 2]
192;[0];[0]
193;[0, 1, 2];[0, 1]
194;[0];[0]
195;[1, 2];[1, 2]
196;[2];[2]
197;[1, 2];[1, 2]
198;[0, 1, 2];[1, 2]
199;[0, 1, 2];[1, 2]
200;[1, 2];[1, 2]
201;[0, 1, 2];[2]
202;[1];unknwon
203;[1, 2];[1, 2]
204;[0];[0]
205;[0];[0]
206;[0];[0]
207;[1, 2];[1, 2]
208;[0];[0]
209;[1, 2];[1, 2]
210;[0, 1, 2];[1, 2]
211;[0, 1, 2];[0, 1]
212;[1, 2];[1, 2]
213;[0, 1, 2];[2]
214;[0];[0]
215;[0, 1, 2];[1, 2]
216;[0, 2];[0, 2]
217;[1, 2];[1, 2]
218;[0];unknwon
219;[1];[1]
220;[0, 1, 2];[1, 2]
221;[0];[0]
222;[1, 2];[1, 2]
223;[1, 2];[1, 2]
224;[0, 2];[0, 2]
225;[0, 2];[0, 2]
226;[0];[0]
227;[0, 1, 2];[0, 2]
228;[1];unknwon
229;[0];[0]
230;[0];[0, 2]
231;[1, 2];[1, 2]
232;[0];[0]
233;[0];[0]
234;[1];[1, 2]
235;[0, 1, 2];[1, 2]
236;[1];unknwon
237;[1, 2];[1, 2]
238;[2];[2]
239;[1];unknwon
240;[0];unknwon
241;[1, 2];[1, 2]
242;[1, 2];[1, 2]
243;[1, 2];[1, 2]
244;[0];unknwon
245;[1, 2];[1, 2]
246;[0, 2];[0, 2]
247;[1, 2];[1, 2]
248;[1, 2];[1, 2]
249;[0];[0]
250;[1, 2];[1, 2]
251;[0, 1, 2];[1, 2]
252;[1, 2];[1, 2]
253;[0];[0]
254;[1, 2];[1, 2]
255;[1, 2];[1, 2]
256;[0, 1, 2];[0, 1]
257;[0];[0]
258;[1];[1]
259;[1, 2];[1, 2]
260;[0, 2];[0, 2]
261;[1, 2];[1, 2]
262;[0, 1, 2];[0, 1, 2]
263;[0];[0]
264;[0];[0]
265;[0];[0]
266;[0];[0]
267;[0, 1, 2];[0, 2]
268;[1];[2]
269;[0];[0]
270;[1, 2];[1, 2]
271;[1, 2];[1, 2]
272;[1, 2];[1, 2]
273;[1, 2];[1, 2]
274;[1, 2];[1, 2]
275;[1];[1]
276;[0];[0]
277;[1, 2];[1, 2]
278;[0, 2];[0, 2]
279;[2];[1]
280;[1, 2];[1, 2]
281;[0];[0]
282;[0, 1, 2];[0, 2]
283;[0, 1, 2];[0, 1]
284;[1, 2];[1, 2]
285;[1, 2];[1, 2]
286;[1, 2];[1, 2]
287;[1, 2];[1, 2]
288;[1, 2];[1, 2]
289;[1, 2];[1, 2]
290;[0];[0]
291;[1, 2];[1, 2]
292;[0];[0]
293;[0];[0]
294;[1, 2];[1, 2]
295;[2];[2]
296;[1, 2];[1, 2]
297;[1, 2];[1, 2]
298;[1, 2];[1, 2]
299;[0, 1, 2];[0, 2]
300;[1, 2];[1, 2]
301;[1, 2];[1, 2]
302;[1, 2];[1, 2]
303;[1, 2];[1, 2]
304;[1, 2];[1, 2]
305;[0];[0]
306;[1, 2];[1, 2]
307;[1, 2];[1, 2]
308;[1, 2];[1, 2]
309;[0, 1, 2];[1, 2]
310;[0, 1, 2];[1, 2]
311;[0];[0]
312;[1, 2];[1, 2]
313;[0, 1, 2];[1, 2]
314;[1, 2];[1, 2]
315;[0];[0]
316;[1, 2];[1, 2]
317;[0];[0]
318;[0];[0]
319;[1, 2];[1, 2]
320;[0];[0]
321;[0, 2];[0, 2]
322;[1, 2];[1, 2]
323;[1, 2];[1, 2]
324;[0, 2];[0, 2]
325;[0];[0]
326;[1, 2];[1, 2]
327;[1, 2];unknwon
328;[0, 2];[0, 2]
329;[1, 2];[1, 2]
330;[1, 2];[1, 2]
331;[0, 1, 2];[1, 2]
332;[1, 2];[1, 2]
333;[1, 2];[1, 2]
334;[1, 2];[1, 2]
335;[1, 2];[1, 2]
336;[1, 2];[1, 2]
337;[1];unknwon
338;[1];[1]
339;[1, 2];[1, 2]
340;[0, 1, 2];[0, 1, 2]
341;[1, 2];[1, 2]
342;[1, 2];[1, 2]
343;[1, 2];[1, 2]
344;[0, 1, 2];[0, 1]
345;[1, 2];[1, 2]
346;[0, 2];[0, 2]
347;[1, 2];[1, 2]
348;[0];[0]
349;[0, 2];[0, 2]
350;[1, 2];[1, 2]
351;[1];unknwon
352;[1, 2];[1, 2]
353;[1, 2];[1, 2]
354;[1, 2];[1, 2]
355;[0, 2];[0]
356;[0, 1, 2];[1, 2]
357;[0, 1, 2];[1, 2]
358;[0, 1, 2];[0, 2]
359;[1, 2];[1, 2]
360;[0, 1, 2];[0, 2]
361;[0, 1, 2];[0, 1, 2]
362;[0];[0]
363;[0, 1, 2];[0, 1]
364;[0, 2];[0, 2]
365;[1, 2];[2]
366;[1, 2];[1, 2]
367;[1, 2];[1, 2]
368;[1, 2];unknwon
369;[1, 2];[1, 2]
370;[0];[0]
371;[1, 2];[1, 2]
372;[1, 2];[1, 2]
373;[0, 2];[0, 2]
374;[0];[0]
375;[0];[0]
376;[0];[0]
377;[1, 2];[1, 2]
378;[1, 2];[1, 2]
379;[0, 1, 2];[1, 2]
380;[1];[1]
381;[0];[0]
382;[1, 2];[1, 2]
383;[0, 1];[0, 1]
384;[0, 1, 2];[1, 2]
385;[2];[2]
386;[0];[0]
387;[0];unknwon
388;[1, 2];[1, 2]
389;[0];[0]
390;[1, 2];[1, 2]
391;[0];[0]
392;[1, 2];[1, 2]
393;[0];[0]
394;[0];[0]
395;[1, 2];[1, 2]
396;[1, 2];[1, 2]
397;[1];[1]
398;[0, 2];[0, 2]
399;[1, 2];[1, 2]
400;[1, 2];[1, 2]
401;[0, 2];[0]
402;[1, 2];[1, 2]
403;[0, 1, 2];[0, 2]
404;[1, 2];[1, 2]
405;[1, 2];[1, 2]
406;[1, 2];[1, 2]
407;[0, 1, 2];[1, 2]
408;[1, 2];[1, 2]
409;[1, 2];[1, 2]
410;[1, 2];[1, 2]
411;[0];unknwon
412;[0, 2];[0, 2]
413;[0];[0]
414;[1, 2];unknwon
415;[1, 2];[2]
416;[2];unknwon
417;[0];[0]
418;[2];unknwon
419;[0];[0]
420;[0];[0]
421;[0];[0]
422;[0, 1, 2];[1, 2]
423;[1, 2];[1, 2]
424;[0, 2];[0, 2]
425;[1, 2];unknwon
426;[0];[0]
427;[1, 2];[1, 2]
428;[0, 2];[0, 2]
429;[0];[0]
430;[1, 2];[1, 2]
431;[1, 2];[1, 2]
432;[0, 2];[0, 2]
433;[0, 1, 2];[1, 2]
434;[0, 2];[0, 2]
435;[0];[0]
436;[1, 2];[1, 2]
437;[0];[0]
438;[1, 2];[1, 2]
439;[0, 1, 2];[1, 2]
440;[1, 2];[1, 2]
441;[1, 2];[1, 2]
442;[1];unknwon
