timestamp;actual;predicted
1;[1, 3, 4];[1, 3, 4]
2;[0, 2];unknwon
3;[1, 3, 4];[1, 3, 4]
4;[1, 3, 4];[3]
5;[1, 3, 4];[1, 3]
6;[0, 2, 3];[2, 3]
7;[1, 3, 4];[1, 3, 4]
8;[2];[2]
9;[1, 3, 4];[1, 3, 4]
10;[1, 3, 4];[0, 1, 3]
11;[1, 3, 4];[1]
12;[0, 2];[0, 2]
13;[0, 2];[2]
14;[0, 2];[2]
15;[1, 3, 4];[1, 3, 4]
16;[1, 3, 4];[1, 3]
17;[2];unknwon
18;[1, 2, 3, 4];[0, 3, 4]
19;[0];[0]
20;[0, 2];[0]
21;[2];[2]
22;[1, 3, 4];[1, 4]
23;[2];[2]
24;[2];[2]
25;[1, 3, 4];[1, 3, 4]
26;[2];[2]
27;[1, 3, 4];[1, 3, 4]
28;[1, 3, 4];[1, 3, 4]
29;[1, 3, 4];[1, 3]
30;[0, 2];[0, 2]
31;[1, 3, 4];[3]
32;[1, 3, 4];[1, 3, 4]
33;[1, 3, 4];[1, 3, 4]
34;[1, 4];[4]
35;[0, 2];[2]
36;[0, 2];[0, 2]
37;[0, 2];[2]
38;[0, 2];[0]
39;[1, 3, 4];[1, 3, 4]
40;[1, 3, 4];[1, 4]
41;[1, 3, 4];[1, 3, 4]
42;[0, 2];unknwon
43;[1, 3, 4];[1, 4]
44;[0, 2];[0, 2]
45;[1, 3, 4];[1]
46;[0, 2];unknwon
47;[1, 3, 4];[1, 3, 4]
48;[1];[1]
49;[1, 3, 4];[1, 3, 4]
50;[2];[2]
51;[1, 3, 4];[1, 3, 4]
52;[0];[0]
53;[2];[2]
54;[2, 3, 4];[2, 3]
55;[1, 3, 4];[3, 4]
56;[1, 2, 3, 4];[0, 2, 3, 4]
57;[1, 3, 4];[1, 3, 4]
58;[0, 2];[0, 2]
59;[1, 3, 4];[1, 3, 4]
60;[1, 3, 4];[1, 3, 4]
61;[0, 2];[0, 2]
62;[0, 2];[0, 2]
63;[0];[0]
64;[0, 2];[0, 2]
65;[1, 3];[0, 1, 3]
66;[1, 3, 4];[1, 3, 4]
67;[1, 3, 4];[1, 3, 4]
68;[2];[2]
69;[1, 3, 4];[0, 1, 3]
70;[1, 3, 4];[1, 3, 4]
71;[1, 3, 4];[4]
