timestamp;actual;predicted
1;[1, 3, 4];[1, 3, 4]
2;[0, 2];[2]
3;[1, 3, 4];[1, 3, 4]
4;[1, 3, 4];[1, 4]
5;[1, 3, 4];[1, 3, 4]
6;[0, 2, 3];[2, 3]
7;[1, 3, 4];[1, 3, 4]
8;[2];[2]
9;[1, 3, 4];[1, 3, 4]
10;[1, 3, 4];[0, 1, 3, 4]
11;[1, 3, 4];[1, 3]
12;[0, 2];[0, 2]
13;[0, 2];[0, 2]
14;[0, 2];[2, 3]
15;[1, 3, 4];[1, 3, 4]
16;[1, 3, 4];[1, 4]
17;[2];unknwon
18;[1, 2, 3, 4];[0, 2, 3]
19;[0];[0]
20;[0, 2];[0, 2]
21;[2];[2]
22;[1, 3, 4];[1, 3, 4]
23;[2];unknwon
24;[2];[2]
25;[1, 3, 4];[3, 4]
26;[2];[2]
27;[1, 3, 4];[1, 3]
28;[1, 3, 4];[1, 4]
29;[1, 3, 4];[1, 3, 4]
30;[0, 2];[0, 2]
31;[1, 3, 4];[1, 3, 4]
32;[1, 3, 4];[1, 3, 4]
33;[1, 3, 4];[1, 3, 4]
34;[1, 4];[1, 4]
35;[0, 2];[0, 2]
36;[0, 2];[0, 2]
37;[0, 2];[0, 2]
38;[0, 2];[0, 2]
39;[1, 3, 4];[1, 3]
40;[1, 3, 4];[1, 3, 4]
41;[1, 3, 4];[1, 3, 4]
42;[0, 2];[2]
43;[1, 3, 4];[1, 3]
44;[0, 2];[0, 2]
45;[1, 3, 4];[1, 4]
46;[0, 2];[0]
47;[1, 3, 4];[1, 3, 4]
48;[1];unknwon
49;[1, 3, 4];[1, 3, 4]
50;[2];[2]
51;[1, 3, 4];[1, 3, 4]
52;[0];[0]
53;[2];unknwon
54;[2, 3, 4];[2, 3, 4]
55;[1, 3, 4];[3]
56;[1, 2, 3, 4];[0, 1, 3, 4]
57;[1, 3, 4];[1, 4]
58;[0, 2];[0, 2]
59;[1, 3, 4];[1]
60;[1, 3, 4];[1, 3, 4]
61;[0, 2];[0, 2]
62;[0, 2];[0, 2]
63;[0];[0]
64;[0, 2];[0, 2]
65;[1, 3];[1, 3]
66;[1, 3, 4];[1, 3, 4]
67;[1, 3, 4];[1]
68;[2];unknwon
69;[1, 3, 4];[0, 1, 3, 4]
70;[1, 3, 4];[1, 3, 4]
71;[1, 3, 4];[3, 4]
72;[1, 3, 4];[1, 3, 4]
73;[1, 3, 4];[3, 4]
74;[3];[3, 4]
75;[2];[2]
76;[1, 3, 4];[3, 4]
77;[0, 2];[0, 2]
78;[1, 3, 4];[1, 4]
79;[2];unknwon
80;[0];[0]
81;[1, 3, 4];[1, 3, 4]
82;[1, 3, 4];[4]
83;[0, 2];[0, 2]
84;[1, 3, 4];[1, 3, 4]
85;[0, 2];[0, 2]
86;[2, 3, 4];[1, 2, 3]
87;[1, 3, 4];[3, 4]
88;[2, 3];[2, 3]
89;[1, 3, 4];[1, 4]
90;[0];[0]
91;[1, 3, 4];[1, 4]
92;[1, 3, 4];[1, 3]
93;[1, 2, 3, 4];[0, 1, 2, 3, 4]
