timestamp,evaluationWindow,nExamples,radius,silhouette,threshold,averOut,label
638,10,5.0,0.050859872462265046,1.0,0.0,0.979202460246503,NP1
742,12,4.0,0.035020501459871275,1.0,0.0,0.9829704597506593,NP2
774,12,4.0,0.04304844544803639,1.0,0.0,0.9806602798761312,NP3
777,12,4.0,0.03941896227006278,1.0,0.0,0.9809573903972103,NP4
1048,17,4.0,0.05341666230230483,1.0,0.0,0.9755268898365712,NP5
1133,18,4.0,0.04902620565381278,1.0,0.0,0.9759389845326274,NP6
1148,18,4.0,0.04423152782283009,1.0,0.0,0.9800533921081622,NP7
1157,18,4.0,0.058635852174303144,1.0,0.0,0.9717698146225558,NP8
1167,19,4.0,0.061527761522329666,1.0,0.0,0.9757166811760195,NP9
1173,19,4.0,0.06266065530538123,1.0,0.0,0.9706950108516391,NP10
1231,20,4.0,0.06856301950635171,1.0,0.0,0.9711624977929623,NP11
1324,21,4.0,0.059084154380858775,0.10860824393803396,0.0,0.9748285273467104,NP12
1324,21,6.0,0.0218564111757371,-1.0,2.3054067005598658E-4,0.0,NP12
1338,21,4.0,0.05242549342667152,1.0,0.0,0.9764977625583195,NP13
1338,21,4.0,0.03381195445821758,1.0,0.0,0.9853228428802561,NP14
1482,24,4.0,0.04130944665808886,1.0,0.0,0.980994721059613,NP15
1495,24,6.0,0.09272520016379833,1.0,0.0,0.9564017563372612,NP16
1495,24,4.0,0.04211420714494807,0.3232666147402139,0.0,0.9807295873350547,NP17
1495,24,5.0,0.023327458110866395,-1.0,9.945419545405444E-7,0.0,NP17
1514,24,4.0,0.06753306788393525,0.15048825250875444,0.0,0.9697751394685895,NP18
1514,24,6.0,0.017277166594889957,-1.0,3.268318224235672E-4,0.0,NP18
1514,24,5.0,0.09564439820768388,0.07028712266793574,0.0,0.9562977530142541,NP19
1514,24,4.0,0.014887109311147785,-1.0,1.4346739220963767E-4,0.0,NP19
1514,24,4.0,0.0804277046830633,1.0,0.0,0.9628386761883148,NP20
1539,25,4.0,0.09719913708842022,1.0,0.0,0.9532895465072011,NP21
1539,25,4.0,0.0640941070466495,0.01050374495987789,0.0,0.9685228384027671,NP22
1539,25,5.0,0.02109769210657405,-1.0,1.4738087015789486E-6,0.0,NP22
1620,26,4.0,0.061617309120159856,1.0,0.0,0.9698794300223772,NP23
2174,35,5.0,0.08238621088613446,1.0,0.0,0.9624066202190059,NP24
2183,35,6.0,0.11689680372521388,1.0,0.0,0.9466682746004023,NP25
2683,43,4.0,0.1070817577588185,1.0,0.0,0.9521050076551526,NP26
2720,44,4.0,0.09400318112502873,1.0,0.0,0.955364461261664,NP27
2752,45,4.0,0.13643212754476797,1.0,0.0,0.9450591242942886,NP28
2969,48,4.0,0.08879131228478014,1.0,0.0,0.9618049010020175,NP29
2990,49,4.0,0.0493544396496085,1.0,0.0,0.9771196469106472,NP30
